report_number,accident_year,accident_date,operator_id,operator_name,pipeline_location,pipeline_type,liquid_type,accident_city,accident_county,accident_state,accident_latitude,accident_longitude,cause_category,unintentional_release,intentional_release,liquid_recover,net_loss,liquid_ignition,liquid_explosion,pipeline_shutdown,public_evacuations,all_injuries,all_fatalities,property_damage_costs,lost_commodity_costs,public_private_property_damage_costs,emergency_response_costs,environmental_remediation_costs,other_costs,all_costs,close_time
20120282,2012,2012-09-03T18:52:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",DETROIT,WAYNE,MI,42.282925,-83.141045,CORROSION,2.38,0,2.05,0.33,NO,NO,YES,0,0,0,10000,0,0,10000,0,0,20000,1628
20120286,2012,2012-09-05T10:52:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,MIDLAND,MIDLAND,TX,32.01493,-102.02951,EXCAVATION DAMAGE,80,NA,80,0,NO,NO,YES,0,0,0,14750,1000,0,25000,0,0,40750,1241
20120278,2012,2012-09-05T21:45:00Z,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",DENHART,HANCOCK,IA,42.94222,-93.90276,MATERIAL/WELD/EQUIP FAILURE,8.78,0,0,8.78,NO,NO,YES,NA,0,0,200,708,1781,9650,25000,400,37739,6785
20120280,2012,2012-09-06T04:16:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AVENEL,MIDDLESEX,NJ,40.57704,-74.2498,MATERIAL/WELD/EQUIP FAILURE,0.38,0,0.38,0,NO,NO,YES,NA,0,0,500,64,0,5000,5000,0,10564,1724
20120287,2012,2012-09-06T05:30:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,TANK,CRUDE OIL,TAFT,KERN,CA,35.1544444,-119.3388889,INCORRECT OPERATION,25,NA,25,0,NO,NO,NO,0,0,0,0,0,0,2000,0,0,2000,0
20120281,2012,2012-09-06T12:45:00Z,2731,CHEVRON PIPE LINE CO,OFFSHORE,NA,CRUDE OIL,BRETON SOUNDS,NA,LA,29.485,-89.4441666,MATERIAL/WELD/EQUIP FAILURE,0.02,0,0,0.02,NO,NO,NO,0,0,0,470000,2,0,0,0,0,470002,0
20120279,2012,2012-09-09T07:35:00Z,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",POCAHONTAS,POCAHONTAS,IA,42.72143,-94.60402,MATERIAL/WELD/EQUIP FAILURE,54.65,0,0,54.65,NO,NO,YES,NA,0,0,5000,4408,2700,5086,25000,300,42494,1875
20120292,2012,2012-09-10T16:14:00Z,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PERTH AMBOY,MIDDLESEX,NJ,40.52243,-74.25384,CORROSION,0.12,0,0.02,0.1,NO,NO,YES,NA,0,0,51000,1,0,0,17900,0,68901,5776
20120293,2012,2012-09-11T03:10:00Z,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,29.72536,-95.20334,CORROSION,0.5,0,0.5,0,NO,NO,YES,0,0,0,1430918,2,0,0,0,0,1430920,246770
20120289,2012,2012-09-11T11:50:00Z,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LINDEN,UNION,NJ,40.608277,-74.221761,INCORRECT OPERATION,0.71,0,0.71,0,NO,NO,NO,0,0,0,0,72,0,9034,0,1624,10730,0
20120290,2012,2012-09-11T15:30:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,JONES CREEK,BRAZORIA,TX,28.949889,-95.432381,CORROSION,100,NA,100,0,NO,NO,YES,NA,0,0,20000,12000,0,20000,60000,0,112000,3865
20120288,2012,2012-09-12T13:50:00Z,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CONVENT,ST. JAMES,LA,30.1150416,-90.9009944,MATERIAL/WELD/EQUIP FAILURE,0.95,0,0.95,0,NO,NO,NO,0,0,0,50,100,0,2500,0,0,2650,0
20120285,2012,2012-09-13T11:45:00Z,9175,JAYHAWK PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,HAVILAND,KIOWA,KS,37.6159,-99.1263,MATERIAL/WELD/EQUIP FAILURE,0.38,0,0.21,0.17,NO,NO,YES,0,0,0,500,25,0,500,250,200,1475,344
20120291,2012,2012-09-13T11:50:00Z,31556,CHEVRON MIDSTREAM PIPELINES LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",NAPOLEONVILLE,IBERVILLE,LA,30.056,-91.1357,ALL OTHER CAUSES,3.75,0.01,0,3.75,NO,NO,YES,0,0,0,200,325,0,0,0,0,525,110
20120284,2012,2012-09-13T15:28:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",FORSAN,HOWARD,TX,32.1057904,-101.2216288,MATERIAL/WELD/EQUIP FAILURE,6700,0,0,6700,YES,YES,YES,0,0,0,160000,94000,0,10000,0,0,264000,3365
20120294,2012,2012-09-16T18:30:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.34525,-94.935183,CORROSION,40,NA,40,0,NO,NO,YES,0,0,0,20000,4000,0,20000,110000,0,154000,5060
20120300,2012,2012-09-18T06:30:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,MCCAMEY,UPTON,TX,31.13575,-102.18757,CORROSION,10,NA,10,0,NO,NO,YES,0,0,0,40000,1000,0,3000,0,0,44000,440
20120295,2012,2012-09-18T09:00:00Z,2387,CITGO PIPELINE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,SOUR LAKE,HARDIN,TX,30.145154,-94.405099,OTHER OUTSIDE FORCE DAMAGE,70,0,68,2,NO,NO,NO,0,0,0,7000,160,0,30000,0,500,37660,0
20120297,2012,2012-09-18T10:18:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,OLNEY,YOUNG,TX,33.33278,-98.72257,CORROSION,1,0,0.25,0.75,NO,NO,NA,NA,0,0,3000,100,0,0,7500,0,10600,0
20120302,2012,2012-09-19T09:03:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,HERMLEIGH,SCURRY,TX,32.532,-100.83054,MATERIAL/WELD/EQUIP FAILURE,1,0,1,0,NO,NO,NO,0,0,0,500,100,0,3000,0,0,3600,0
20120301,2012,2012-09-21T08:30:00Z,26085,"PLAINS MARKETING, L.P.",ONSHORE,TANK,CRUDE OIL,EL SEGUNDO,LOS ANGELES,CA,33.90593,-118.42132,CORROSION,2.9,0,2.9,0,NO,NO,NO,0,0,0,25000,0,0,20000,0,0,45000,0
20120298,2012,2012-09-21T14:00:00Z,22442,WEST TEXAS GULF PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,HERMLEIGH,SCURRY,TX,32.5327,-100.8309,CORROSION,0.48,0,0,0.48,NO,NO,NO,0,0,0,25000,43,0,0,1500,0,26543,0
20120296,2012,2012-09-23T01:20:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HOUSTON,HARRIS,TX,29.79449,-95.28034,MATERIAL/WELD/EQUIP FAILURE,0.71,0,0.71,0,NO,NO,YES,0,0,0,0,0,0,2000,0,0,2000,97
20120299,2012,2012-09-24T10:50:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,MCKITTRICK,KERN,CA,35.3599366,-119.6614872,CORROSION,0.24,0,0,0.24,NO,NO,YES,0,0,0,10000,20,0,15000,500,0,25520,595
20120305,2012,2012-09-24T11:30:00Z,31957,KINDER MORGAN WINK PIPELINE LP,ONSHORE,UNDERGROUND,CRUDE OIL,WINK,WINKLER,TX,31.76885,-103.17565,CORROSION,1.09,0,0,1.09,NO,NO,NO,0,0,0,500,100,0,750,250,0,1600,0
20120303,2012,2012-09-25T18:45:00Z,32688,WEST COAST TERMINAL PIPELINE  (WCTP),ONSHORE,ABOVEGROUND,CRUDE OIL,CARSON,LOS ANGELES,CA,33.8000022,-118.233913,MATERIAL/WELD/EQUIP FAILURE,19.6,0,19.6,0,NO,NO,YES,0,0,0,10700,2118,0,50000,10500,20000,93318,1895
20120306,2012,2012-09-26T07:30:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HAMMOND,LAKE,IN,41.609953,-87.466475,INCORRECT OPERATION,0.95,0,0.95,0,NO,NO,YES,0,0,0,1500,130,0,2000,0,0,3630,255
20120312,2012,2012-09-26T10:00:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MARTINSVILLE,CLARK,IL,39.323679,-87.900338,MATERIAL/WELD/EQUIP FAILURE,0.1,0,0.1,0,NO,NO,NO,0,0,0,26000,0,0,56000,0,0,82000,0
20120309,2012,2012-09-26T13:20:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.348547,-94.939136,MATERIAL/WELD/EQUIP FAILURE,1,0,0.5,0.5,NO,NO,NA,NA,0,0,1000,200,0,0,1000,0,2200,0
20120304,2012,2012-09-26T22:06:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,WORTHAM,ROBERTSON,TX,31.77393,-96.40047,MATERIAL/WELD/EQUIP FAILURE,13,0,10,3,NO,NO,NO,0,0,0,1385,276,0,2382,20555,0,24598,0
20120307,2012,2012-09-27T13:00:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,MIDLAND,MARTIN,TX,32.089083,-102.138981,MATERIAL/WELD/EQUIP FAILURE,1.5,0,1.5,0,NO,NO,NO,NA,0,0,300,150,0,0,600,0,1050,0
20120310,2012,2012-09-28T12:10:00Z,26085,"PLAINS MARKETING, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,COMPTON,LOS ANGELES,CA,33.86206,-118.22369,CORROSION,3,0,3,0,NO,NO,NO,0,0,0,144000,0,0,101000,0,0,245000,0
20120328,2012,2012-09-29T06:45:00Z,1248,BELLE FOURCHE PIPELINE CO,ONSHORE,TANK,CRUDE OIL,NA,NA,WY,42.222753,-104.694064,INCORRECT OPERATION,20,0,0,20,NO,NO,YES,0,0,0,150000,1700,0,500,15000,0,167200,138435
20120308,2012,2012-10-01T09:00:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,WARREN,TYLER,TX,30.6688,-94.527,MATERIAL/WELD/EQUIP FAILURE,0.24,0,0,0.24,NO,NO,NO,0,0,0,7000,24,0,0,0,0,7024,0
20120311,2012,2012-10-03T14:40:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CHATTANOOGA,HAMILTON,TN,35.05097,-85.33488,EXCAVATION DAMAGE,85.7,0,61.9,23.8,NO,NO,YES,0,0,0,350000,10800,0,375000,550000,0,1285800,2681
20120317,2012,2012-10-07T17:36:00Z,4906,EXXONMOBIL PIPELINE CO,ONSHORE,TANK,CRUDE OIL,RACELAND,LAFOURCHE,LA,29.726669,-90.592643,NATURAL FORCE DAMAGE,59.7,0,59.7,0,NO,NO,YES,0,0,0,247849,4800,0,50000,20000,0,322649,1004784
20120315,2012,2012-10-08T17:30:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CLIFTON,FAIRFAX,VA,38.835046,-77.400392,CORROSION,3.5,0,2.6,0.9,NO,NO,NO,NA,0,0,25000,600,0,60000,0,0,85600,0
20120319,2012,2012-10-10T05:30:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.939625,-96.747821,CORROSION,75,NA,50,25,NO,NO,YES,0,0,0,160862,7500,0,18130,7035,0,193527,2965
20120316,2012,2012-10-10T13:00:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KEENESBURG,WELD,CO,40.136819,-104.509592,MATERIAL/WELD/EQUIP FAILURE,0.48,0,0,0.48,NO,NO,NO,0,0,0,0,1000,0,0,0,0,1000,0
20120318,2012,2012-10-12T08:15:00Z,32532,"ENERGY XXI PIPELINE, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,GRANDE ISLE,JEFFERSON,LA,29.96887,-89.25292,MATERIAL/WELD/EQUIP FAILURE,2,0,2,0,NO,NO,NO,0,0,0,0,184,0,8682,1324,0,10190,0
20120313,2012,2012-10-13T17:30:00Z,31580,"MAGELLAN TERMINALS HOLDINGS, LP",ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.94109,-96.74697,NATURAL FORCE DAMAGE,1,0,0.98,0.02,NO,NO,YES,0,0,0,0,0,0,17000,0,0,17000,285
20120321,2012,2012-10-14T11:20:00Z,31166,MUSTANG PIPE LINE PARTNERS,ONSHORE,ABOVEGROUND,CRUDE OIL,GIBSON CITY,FORD,IL,40.51608,-88.31929,MATERIAL/WELD/EQUIP FAILURE,1.5,0,1.5,0,NO,NO,NO,0,0,0,0,135,0,15000,60284,0,75419,0
20120320,2012,2012-10-16T09:35:00Z,18092,"SFPP, LP",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LONG BEACH,LOS ANGELES,CA,33.84494,-118.232432,MATERIAL/WELD/EQUIP FAILURE,6.71,0,6.71,0,NO,NO,NO,0,0,0,50,962,0,12000,3000,0,16012,0
20120323,2012,2012-10-16T13:14:00Z,4906,EXXONMOBIL PIPELINE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,ST. JAMES,ST. JAMES,LA,30.006667,-90.856111,INCORRECT OPERATION,2,0,2,0,NO,NO,NA,0,0,0,5000,160,0,15000,5000,0,25160,0
20120324,2012,2012-10-16T14:58:00Z,4906,EXXONMOBIL PIPELINE CO,OFFSHORE,NA,CRUDE OIL,BARATARIA BAY,JEFFERSON,LA,29.422222,-89.99,OTHER OUTSIDE FORCE DAMAGE,0,0,0,0,NO,NO,YES,0,0,0,120000,0,0,50000,0,0,170000,4320
20120322,2012,2012-10-17T10:09:00Z,2731,CHEVRON PIPE LINE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,HANNA,DUCHESNE COUNTY,UT,40.401,-110.759,MATERIAL/WELD/EQUIP FAILURE,30,NA,30,0,NO,NO,YES,0,0,0,3500,3500,0,6000,19477,0,32477,1961
20120326,2012,2012-10-17T17:30:00Z,2731,CHEVRON PIPE LINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BYRON,CONTRA COSTA,CA,37.817,-121.587,MATERIAL/WELD/EQUIP FAILURE,0.24,0,0,0.24,NO,NO,NA,0,0,0,0,0,25000,0,0,1200,26200,0
20120327,2012,2012-10-18T00:30:00Z,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARSON,LOS ANGELES,CA,33.841119,-118.246558,CORROSION,45,0,45,0,NO,NO,NO,0,0,0,50000,0,0,4000,0,0,54000,0
20120325,2012,2012-10-19T01:45:00Z,2387,CITGO PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,"SOUR LAKE, TEXAS",HARDIN,TX,30.145154,-94.405099,CORROSION,718,0,663,55,NO,NO,NA,0,0,0,4000,5400,0,0,67000,6300,82700,0
20120330,2012,2012-10-23T11:50:00Z,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.944728,-96.764824,MATERIAL/WELD/EQUIP FAILURE,0.83,0,0.83,0,NO,NO,NO,0,0,0,15000,100,0,75000,5000,0,95100,0
20120329,2012,2012-10-25T06:00:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,JACKSBORO,JACK,TX,33.138683,-98.122177,CORROSION,450,NA,450,0,NO,NO,YES,0,0,0,10000,40000,0,10000,15800,20000,95800,26010
20120335,2012,2012-10-29T02:15:00Z,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,0.12,0,0.12,0,NO,NO,YES,NA,0,0,3462,1,0,0,0,0,3463,1845
20120333,2012,2012-10-30T11:57:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MADISON,GREENWOOD,KS,38.12745,-96.191081,CORROSION,0.24,0,0,0.24,NO,NO,YES,0,0,0,3500,20,0,200,100,0,3820,307
20120332,2012,2012-10-30T14:30:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ALEXANDRIA,DOUGLAS,MN,45.89504,-95.39047,ALL OTHER CAUSES,0.12,0,0.12,0,NO,NO,YES,NA,0,0,42000,20,0,1000,1000,0,44020,40080
20120337,2012,2012-10-31T10:00:00Z,32109,"ONEOK NGL PIPELINE, LLC",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ORLAND PARK,COOK,IL,41.644119,-87.892427,MATERIAL/WELD/EQUIP FAILURE,10,0,10,0,NO,NO,YES,0,0,0,332463,1000,0,0,90000,0,423463,4974
20120339,2012,2012-10-31T16:25:00Z,30782,HARVEST PIPELINE COMPANY,ONSHORE,UNDERGROUND,CRUDE OIL,PETTUS,BEE,TX,28.60758,-97.81663,EXCAVATION DAMAGE,100,0,10,90,NO,NO,YES,0,0,0,35000,8000,0,15000,30000,0,88000,2820
20120343,2012,2012-11-02T05:30:00Z,31082,KEY PIPELINE LIMITED,ONSHORE,ABOVEGROUND,CRUDE OIL,WHEATLAND,PLATTE,WY,42.11445,-104.564875,MATERIAL/WELD/EQUIP FAILURE,200,NA,0,200,NO,NO,YES,NA,0,0,10000,15000,0,0,10000,0,35000,5700
20120336,2012,2012-11-02T07:50:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,CROWVILLE,FRANKLIN,LA,32.23587,-91.62582,CORROSION,1.5,0,1.5,0,NO,NO,YES,0,0,0,14350,0,0,2850,0,0,17200,1709
20120341,2012,2012-11-02T08:00:00Z,32481,"BKEP CRUDE, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.94805,-96.74979,MATERIAL/WELD/EQUIP FAILURE,0.6,0,0,0.6,NO,NO,NO,0,0,0,800,48,0,2800,0,0,3648,0
20120342,2012,2012-11-02T13:33:00Z,26125,CALNEV PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BAKER,SAN BERNARDINO,CA,35.276957,-116.021774,MATERIAL/WELD/EQUIP FAILURE,0.67,0,0.67,0,NO,NO,NO,0,0,0,1000,84,0,500,6000,0,7584,0
20120340,2012,2012-11-03T08:45:00Z,4906,EXXONMOBIL PIPELINE CO,OFFSHORE,NA,CRUDE OIL,NA,NA,NA,28.618056,-92.069167,CORROSION,0.11,0,0,0.11,NO,NO,NA,0,0,0,200000,5,0,30000,0,0,230005,0
20120344,2012,2012-11-03T10:00:00Z,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LINDEN,UNION,NJ,40.608272,-74.208518,CORROSION,1,0,1,0,NO,NO,NO,0,0,0,20000,0,0,0,15400,0,35400,0
20120348,2012,2012-11-05T10:12:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",DICKSON,SCOTT,IA,41.73889472,-90.81978672,INCORRECT OPERATION,0.1,1640,0,0.1,NO,NO,YES,0,0,0,25000,18000,0,25000,0,0,68000,4372
20120349,2012,2012-11-05T22:37:00Z,4805,EXPLORER PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AFTON,DELAWARE,OK,36.64234919,-94.9731575,MATERIAL/WELD/EQUIP FAILURE,200,0,200,0,NO,NO,YES,0,0,0,107000,5000,0,250000,0,0,362000,1606
20120354,2012,2012-11-07T10:40:00Z,2731,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GARDENA,LOS ANGELES,CA,33.902032,-118.313486,CORROSION,20,NA,0,20,NO,NO,YES,0,0,0,285000,0,20000,200000,180000,495000,1180000,10515
20120347,2012,2012-11-07T17:00:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CORALVILLE,JOHNSON,IA,41.684108,-91.570103,CORROSION,1.9,0,1.43,0.47,NO,NO,NO,NA,0,0,2000,200,0,10000,20000,0,32200,0
20120334,2012,2012-11-08T15:50:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",FAIRCHILD,SPOKANE,WA,47.634874,-117.669642,INCORRECT OPERATION,0.48,0,0,0.48,NO,NO,NO,0,0,0,0,0,0,0,2500,70,2570,0
20120352,2012,2012-11-09T00:48:00Z,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SAN ANTONIO,BEXAR,TX,29.11242,-98.11987,MATERIAL/WELD/EQUIP FAILURE,2,0,1.95,0.05,NO,NO,YES,0,0,0,0,260,0,3102,52422,0,55784,982
20120338,2012,2012-11-11T12:45:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,JAL,LEA,NM,32.08014,-103.17604,CORROSION,4,0,4,0,NO,NO,YES,0,0,0,600,360,0,1500,0,0,2460,100
20120350,2012,2012-11-12T15:00:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,SARATOGA,HARDIN,TX,30.28649,-94.50634,CORROSION,0.5,0,0,0.5,NO,NO,YES,0,0,0,10000,41,0,1000,1000,0,12041,5715
20120358,2012,2012-11-13T08:35:00Z,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,ONSHORE,UNDERGROUND,CRUDE OIL,MINOT,WARD,ND,48.24275,-101.25444,CORROSION,76,0,76,0,NO,NO,NO,0,0,0,734810,7600,0,734805,925936,0,2403151,0
20120346,2012,2012-11-13T14:30:00Z,2170,CENEX PIPELINE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GLENDIVE,DAWSON,MT,47.0988,-104.759017,ALL OTHER CAUSES,1,0,0.2,0.8,NO,NO,NO,0,0,0,200,125,0,200,0,0,525,0
20120355,2012,2012-11-13T15:34:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,IOWA,CALCASIEU,LA,30.160197,-93.030086,MATERIAL/WELD/EQUIP FAILURE,0.59,0,0.59,0,NO,NO,YES,0,0,0,2000,50,0,2000,15000,0,19050,1458
20120353,2012,2012-11-13T17:30:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",FROST,NARVARRO,TX,32.06432,-96.86338,MATERIAL/WELD/EQUIP FAILURE,40,0,40,0,NO,NO,NA,0,0,0,1000,2450,0,180000,0,0,183450,0
20120357,2012,2012-11-15T08:00:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,WHITESBORO,GRAYSON,TX,33.767016,-96.89285,MATERIAL/WELD/EQUIP FAILURE,1.5,0,1.5,0,NO,NO,NO,0,0,0,500,0,0,1000,500,0,2000,0
20120345,2012,2012-11-15T12:47:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PORT ARTHUR,JEFFERSON,TX,29.951987,-93.887925,MATERIAL/WELD/EQUIP FAILURE,1.3,0,0,1.3,NO,NO,NO,0,0,0,175000,0,0,0,0,0,175000,0
20120363,2012,2012-11-20T09:30:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,LYSITE,FREMONT,WY,43.2930556,-107.625,CORROSION,7.5,0,7.5,0,NO,NO,NO,0,0,0,30000,600,0,5000,5000,0,40600,0
20120369,2012,2012-11-20T14:33:00Z,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,MOKENA,WILL,IL,41.55556,-87.88528,CORROSION,900,NA,900,0,NO,NO,YES,0,0,0,2000000,0,0,300000,5500000,2000000,9800000,402
20120367,2012,2012-11-20T22:30:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,HEALDTON,CARTER,OK,34.20969,-97.54401,CORROSION,35,0,35,0,NO,NO,NO,0,0,0,4169,0,0,1085,8614,0,13868,0
20120365,2012,2012-11-21T05:00:00Z,26085,"PLAINS MARKETING, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,MIDLAND,MIDLAND,TX,31.01183,-102.01582,INCORRECT OPERATION,10,0,10,0,NO,NO,YES,0,0,0,12200,200,0,7000,0,0,19400,368
20120374,2012,2012-11-21T13:30:00Z,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",FAIRMONT,FILLMORE,NE,40.621988,-97.549726,MATERIAL/WELD/EQUIP FAILURE,60,0,60,0,NO,NO,YES,0,0,0,26000,7500,15000,260000,624500,0,933000,1830
